"Case","Activity","timestamp","anomaly_type","order","loc","label","start","Event","num_case","leverage","w-leverage","t1","t2","t3","tn","w-tn","time"
"1-691759626","Accepted+In Progress","2012-03-02T19:08:21.000+09:00","normal",6,-1,0,0,"1870",101,0.860408457129045,1.1919892121337,0,0,0,0,1,3.32979774475098
"1-690436171","Accepted+In Progress","2012-03-02T19:23:34.000+09:00","normal",7,-1,0,0,"1871",101,0.999999999999997,1.27620588324838,0,0,0,0,1,3.1509416103363
"1-690436171","Accepted+Assigned","2012-03-02T19:23:56.000+09:00","normal",8,-1,0,0,"1872",101,1,1,0,0,0,1,1,NA
"1-690436171","Accepted+In Progress","2012-03-02T19:54:15.000+09:00","normal",9,-1,0,0,"1873",101,1,1,0,0,0,1,1,NA
"1-657323705","Accepted+In Progress","2012-03-02T19:56:12.000+09:00","normal",4,-1,0,0,"1874",101,0.265311864181856,0.42111254123513,0,0,0,0,0,2.81206631660461
"1-690436171","Accepted+Wait","2012-03-02T19:58:16.000+09:00","normal",10,-1,0,0,"1875",101,1,1,0,0,0,1,1,NA
"1-690436171","Accepted+Wait","2012-03-02T19:59:04.000+09:00","normal",11,-1,0,0,"1876",101,1,1,0,0,0,1,1,NA
"1-690436171","Accepted+Wait - User","2012-03-02T20:02:12.000+09:00","normal",12,-1,0,0,"1877",101,1,1,0,0,0,1,1,NA
"1-691759626","Queued+Awaiting Assignment","2012-03-02T20:05:56.000+09:00","normal",7,-1,0,0,"1878",101,1,1,0,0,0,1,1,NA
"1-690436171","Accepted+Wait","2012-03-02T21:37:27.000+09:00","normal",13,-1,0,0,"1879",101,1,1,0,0,0,1,1,NA
"1-690436171","Queued+Awaiting Assignment","2012-03-02T21:37:57.000+09:00","normal",14,-1,0,0,"1880",101,1,1,0,0,0,1,1,NA
"1-691950241","Accepted+In Progress","2012-03-02T21:54:58.000+09:00","normal",1,-1,0,0,"1881",101,1.00000000000083,1.88873167180387,0,0,0,0,1,2.79203414916992
"1-691782323","Accepted+In Progress","2012-03-02T21:57:12.000+09:00","normal",1,-1,0,0,"1882",101,1.00000000000083,1.88873167180387,0,0,0,0,1,2.76847553253174
"1-691950241","Accepted+In Progress","2012-03-02T21:57:36.000+09:00","normal",2,-1,0,1,"1883",102,1,1,0,0,0,1,1,NA
"1-691782323","Accepted+In Progress","2012-03-02T21:58:20.000+09:00","normal",2,-1,0,1,"1884",103,1,1,0,0,0,1,1,NA
"1-691950241","Queued+Awaiting Assignment","2012-03-02T22:03:11.000+09:00","normal",3,-1,0,0,"1885",103,1,1,0,0,0,1,1,NA
"1-691782323","Queued+Awaiting Assignment","2012-03-02T22:03:31.000+09:00","normal",3,-1,0,0,"1886",103,1,1,0,0,0,1,1,NA
"1-691971107","Accepted+In Progress","2012-03-02T22:26:55.000+09:00","normal",1,-1,0,0,"1887",103,1.00000000000083,1.88873167180387,0,0,0,0,1,3.11220169067383
"1-691971107","Accepted+In Progress","2012-03-02T22:27:14.000+09:00","normal",2,-1,0,1,"1888",104,1,1,0,0,0,1,1,NA
"1-683762637","Accepted+Wait - User","2012-03-02T22:32:57.000+09:00","normal",19,-1,0,0,"1889",104,0.999999999999999,0.374685511943964,0,0,0,0,0,2.76015758514404
"1-683762637","Accepted+Wait - User","2012-03-02T22:34:19.000+09:00","normal",20,-1,0,0,"1890",104,1,1,0,0,0,1,1,NA
"1-691971107","Queued+Awaiting Assignment","2012-03-02T22:42:23.000+09:00","normal",3,-1,0,0,"1891",104,1,1,0,0,0,1,1,NA
"1-691971107","Accepted+In Progress","2012-03-02T23:00:41.000+09:00","normal",4,-1,0,0,"1892",104,1,1,0,0,0,1,1,NA
"1-691971107","Queued+Awaiting Assignment","2012-03-02T23:02:08.000+09:00","normal",5,-1,0,0,"1893",104,1,1,0,0,0,1,1,NA
"1-690436171","Accepted+In Progress","2012-03-02T23:41:04.000+09:00","normal",15,-1,0,0,"1894",104,1,1,0,0,0,1,1,NA
"1-690436171","Completed+Resolved","2012-03-02T23:43:18.000+09:00","normal",16,-1,0,0,"1895",104,1,1,0,0,0,1,1,NA
"1-660730501","Queued+Awaiting Assignment","2012-03-03T00:13:48.000+09:00","normal",24,-1,0,0,"1896",104,0.999999999999998,0.199518719835687,0,0,0,0,0,2.75133442878723
"1-692067345","Accepted+In Progress","2012-03-03T04:28:11.000+09:00","normal",1,-1,0,0,"1897",104,0.999999999999635,1.90317015552805,0,0,0,0,1,2.74692893028259
"1-692067345","Accepted+In Progress","2012-03-03T04:30:42.000+09:00","normal",2,-1,0,1,"1898",105,1,1,0,0,0,1,1,NA
"1-692067345","Queued+Awaiting Assignment","2012-03-03T04:40:14.000+09:00","normal",3,-1,0,0,"1899",105,1,1,0,0,0,1,1,NA
"1-687085471","Accepted+Wait - User","2012-03-04T02:44:12.000+09:00","normal",16,-1,0,0,"1900",105,0.999999999999997,0.561543465984505,0,0,0,0,0,2.77737712860107
"1-691782323","Accepted+In Progress","2012-03-05T09:55:19.000+09:00","normal",4,-1,0,0,"1901",105,1,1,0,0,0,1,1,NA
