"Case","Activity","timestamp","anomaly_type","order","loc","label","start","Event","num_case","leverage","w-leverage","t1","t2","t3","tn","w-tn","time"
306,"New online application received","2017-03-17T00:29:23.655+09:00","normal",1,-1,0,0,"893",101,0.0105263157894737,0.0105263157894737,0,0,0,0,0,0.139511346817017
210,"Check for completeness","2017-03-17T00:32:19.441+09:00","normal",2,-1,0,1,"894",102,0.0135135135135135,0.0135135135135135,0,0,0,0,0,0.0880386829376221
130,"Make decision","2017-03-17T00:33:09.125+09:00","normal",4,-1,0,0,"895",102,0.0714285714285713,0.0714285714285713,0,0,0,0,0,0.0312366485595703
307,"New online application received","2017-03-17T00:34:27.827+09:00","normal",1,-1,0,0,"896",102,0.0105263157894737,0.0105263157894737,0,0,0,0,0,0.0320882797241211
211,"Check for completeness","2017-03-17T00:36:16.983+09:00","normal",2,-1,0,1,"899",103,0.0133333333333334,0.0133333333333334,0,0,0,0,0,0.0302333831787109
308,"New online application received","2017-03-17T00:42:45.210+09:00","normal",1,-1,0,0,"900",103,0.0105263157894737,0.0105263157894737,0,0,0,0,0,0.043665885925293
309,"New online application received","2017-03-17T00:43:13.435+09:00","normal",1,-1,0,0,"901",103,0.0104166666666667,0.0104166666666667,0,0,0,0,0,0.0288510322570801
310,"New online application received","2017-03-17T00:45:14.356+09:00","normal",1,-1,0,0,"902",103,0.0103092783505155,0.0103092783505155,0,0,0,0,0,0.028057336807251
212,"Check for completeness","2017-03-17T00:46:09.466+09:00","normal",2,-1,0,1,"903",104,0.0131578947368421,0.0131578947368421,0,0,0,0,0,0.0411365032196045
311,"New online application received","2017-03-17T00:50:13.923+09:00","normal",1,-1,0,0,"904",104,0.0103092783505155,0.0103092783505155,0,0,0,0,0,0.0269961357116699
214,"Check for completeness","2017-03-17T00:53:21.158+09:00","normal",2,-1,0,1,"905",105,0.012987012987013,0.012987012987013,0,0,0,0,0,0.028623104095459
312,"New online application received","2017-03-17T00:53:56.302+09:00","normal",1,-1,0,0,"906",105,0.0103092783505155,0.0103092783505155,0,0,0,0,0,0.0438687801361084
313,"New online application received","2017-03-17T00:59:56.380+09:00","normal",1,-1,0,0,"907",105,0.0102040816326531,0.0102040816326531,0,0,0,0,0,0.0329074859619141
138,"Perform checks","2017-03-17T01:03:44.503+09:00","normal",3,-1,0,0,"908",105,0.5,0.5,0,0,0,1,1,0.0398831367492676
213,"Check for completeness","2017-03-17T01:04:14.738+09:00","normal",2,-1,0,1,"909",106,0.012987012987013,0.012987012987013,0,0,0,0,0,0.0273914337158203
215,"Check for completeness","2017-03-17T01:05:44.748+09:00","normal",2,-1,0,1,"910",107,0.0128205128205128,0.0128205128205128,0,0,0,0,0,0.03778076171875
314,"New online application received","2017-03-17T01:10:53.977+09:00","normal",1,-1,0,0,"912",107,0.0103092783505155,0.0103092783505155,0,0,0,0,0,0.0278112888336182
140,"Perform checks","2017-03-17T01:13:38.238+09:00","normal",3,-1,0,0,"915",107,0.333333333333333,0.333333333333333,0,0,0,1,1,0.0634353160858154
315,"New online application received","2017-03-17T01:23:26.414+09:00","normal",1,-1,0,0,"916",107,0.010204081632653,0.010204081632653,0,0,0,0,0,0.0256690979003906
216,"Check for completeness","2017-03-17T01:29:06.991+09:00","normal",2,-1,0,1,"919",108,0.0128205128205128,0.0128205128205128,0,0,0,0,0,0.0277223587036133
316,"New online application received","2017-03-17T01:29:47.165+09:00","normal",1,-1,0,0,"920",108,0.0102040816326531,0.0102040816326531,0,0,0,0,0,0.0361602306365967
139,"Perform checks","2017-03-17T01:31:54.395+09:00","normal",3,-1,0,0,"921",108,0.25,0.25,0,0,0,1,1,0.0267195701599121
317,"New online application received","2017-03-17T01:32:11.501+09:00","normal",1,-1,0,0,"922",108,0.0101010101010101,0.0101010101010101,0,0,0,0,0,0.0276634693145752
135,"Make decision","2017-03-17T01:34:42.486+09:00","normal",4,-1,0,0,"924",108,0.0833333333333333,0.0833333333333333,0,0,0,0,0,0.0365097522735596
318,"New online application received","2017-03-17T01:34:48.156+09:00","normal",1,-1,0,0,"925",108,0.01,0.01,0,0,0,0,0,0.04060959815979
136,"Perform checks","2017-03-17T01:36:17.949+09:00","normal",3,-1,0,0,"928",108,0.25,0.25,0,0,0,1,1,0.0296809673309326
138,"Make decision","2017-03-17T01:39:35.178+09:00","normal",4,-1,0,0,"929",108,0.0769230769230768,0.0769230769230768,0,0,0,0,0,0.0351974964141846
319,"New online application received","2017-03-17T01:41:57.128+09:00","Replace",1,5,0,0,"930",108,0.00990099009900989,0.00990099009900989,0,0,0,0,0,0.0472087860107422
320,"New online application received","2017-03-17T01:43:27.333+09:00","normal",1,-1,0,0,"931",108,0.00980392156862744,0.00980392156862744,0,0,0,0,0,0.0305910110473633
321,"New online application received","2017-03-17T01:44:57.193+09:00","normal",1,-1,0,0,"932",108,0.00970873786407767,0.00970873786407767,0,0,0,0,0,0.0412547588348389
322,"New online application received","2017-03-17T01:46:06.466+09:00","normal",1,-1,0,0,"933",108,0.00961538461538462,0.00961538461538462,0,0,0,0,0,0.0269796848297119
323,"New online application received","2017-03-17T01:53:22.033+09:00","normal",1,-1,0,0,"934",108,0.00952380952380953,0.00952380952380953,0,0,0,0,0,0.0284771919250488
324,"New online application received","2017-03-17T01:53:50.507+09:00","normal",1,-1,0,0,"935",108,0.00943396226415095,0.00943396226415095,0,0,0,0,0,0.0413448810577393
